1.294308057964690423e-05 4.229678473412126768e+05 1.041728818358479136e-01 6.871197751345606264e+01 1.382525274592270215e+01 1.487085879798140923e+04
8.647773424842752649e-06 6.295990020617884584e+05 8.882556028897295453e-02 5.948952541578749731e+01 1.805320396540099637e+01 2.378614912546773121e+04
1.389972147874844808e-04 1.819961733625657798e+05 4.126675784477123327e-02 4.926079109996185679e+01 3.549657328034970760e+01 2.320372395325449907e+04
1.281613358806279524e-04 6.725766722628351999e+05 1.112324495776074729e-01 7.326069758781611085e+01 4.769674349149185844e+01 1.112648370306991819e+04
1.154789353626652326e-04 6.724623682488010963e+05 1.253252892597876700e-01 6.467963998381020474e+01 4.154665171137565238e+01 1.413037905639943165e+04
8.994834344090928385e-05 1.126629432171460008e+06 2.187570070476233808e-01 4.025930629802925154e+01 3.622363507639374092e+01 1.200254241292030383e+04
8.827679373348049205e-05 1.171081634040225530e+06 2.003596501867713764e-01 4.561862303953821396e+01 4.290092465863960314e+01 1.139957502659342026e+04
5.578977695184304916e-05 2.333248788502754644e+06 4.501216170910755099e-01 3.163165082871651990e+01 2.694967715639864991e+01 2.176753335645486459e+03
5.133312567908450121e-05 3.025599367754888721e+06 2.415074342399551877e-01 3.372762184329741508e+00 8.247000941472818170e+01 5.880483237730582914e+03
2.678789505956271762e-05 7.370165588714205660e+06 5.913370414292957733e-01 3.071418119248443102e+00 4.717488536414677469e+01 2.440178227387866627e+03
3.224933317491908663e-04 3.807893513080886565e+06 8.639483885533544294e-01 7.683997871643999389e-01 3.437530958301878314e+01 3.843217799539253576e+01
1.545112683178095653e-03 7.351747284978367388e+05 1.009451698247101348e+00 2.578239434749265979e-01 4.102719476995758008e+00 2.156406017688402343e+01
4.863685812977589298e-03 5.699394945017764112e+05 1.488763204395273210e+00 5.137335441809111058e-01 2.165700562725433098e+00 4.694586141302981908e+00
1.285916327726734001e-03 4.959959897241533035e+05 8.153550364211095136e-01 1.004174895326336525e+00 5.293962558847455924e+00 1.155587968596722881e+01
6.096043970535430442e-03 1.377500979893785669e+06 4.072805197487924467e+00 2.187365629371772480e-01 1.082015718308363850e+00 2.748428905230361430e+00
6.096043970535430442e-03 1.377500979893785669e+06 4.072805197487924467e+00 2.187365629371772480e-01 1.082015718308363850e+00 2.748428905230361430e+00
