2.551709797941352106e-06 5.333079158355583996e+07 3.970724553626450160e-01 9.871560509343832734e+01 1.588809945531263246e+01 1.150241812173521949e-02
2.234130543096501053e-06 6.472782292663887888e+07 4.734885099798151198e-01 9.284639054104634681e+01 1.736087812234605821e+01 1.107123484299275123e-02
2.324575550848376532e-06 6.286315825898420066e+07 4.541930903167411548e-01 9.813368984590711364e+01 1.757205250094905935e+01 9.760024805768209924e-03
2.318186321647052204e-06 5.944700095306987315e+07 4.816478806010592306e-01 9.334731910906411656e+01 1.654921410183820640e+01 1.315337960883358748e-02
3.313706510518206535e-06 5.281905606383723021e+07 6.416016394457064731e-01 3.111681408827799444e+01 1.435166374509492115e+01 2.110548239408436763e-02
2.258762685895043976e-06 4.566625778629005700e+07 8.446875892657902396e-01 2.520288959084361835e+01 7.959300348588737251e+00 5.313734092129932668e-02
2.417236807764118715e-06 2.443233878023939207e+07 1.125862927897512300e+00 3.975539223936085875e+01 4.036609178902428319e+00 2.961842965748447826e-02
2.512501313546282124e-06 1.842944304544008151e+07 1.268579690518073733e+00 4.751718497305904521e+01 3.093154204354727987e+00 2.804909741565517547e-02
2.010192054443234993e-06 9.609163504024761915e+07 6.857673982473714291e-01 6.701829265948587988e+01 2.344267661745698206e+01 8.499691925845690235e-03
2.026084814533193834e-06 9.517516857885742188e+07 7.125812287491672947e-01 6.139564580330191035e+01 2.211610640914861392e+01 9.456640882813617879e-03
1.424490529651253278e-06 1.005910838245508820e+08 9.530465347530856501e-01 6.893260287224819649e+01 1.728071234180064764e+01 1.988605058275864576e-02
1.693584034454562214e-06 8.188918234658883512e+07 9.165074941473930759e-01 5.471375734029409443e+01 1.335472221240745583e+01 1.371826108283892218e-02
1.304731918358967620e-06 2.334250977276020646e+08 9.780613217295434092e-01 5.379747181487980612e+01 2.926207504045423491e+01 4.724448093035634767e-03
1.304731918358967620e-06 2.334250977276020646e+08 9.780613217295434092e-01 5.379747181487980612e+01 2.926207504045423491e+01 4.724448093035634767e-03
1.310848151285600748e-06 2.281603019172254503e+08 9.756320346640843244e-01 5.534959767895169591e+01 2.882240540124033501e+01 4.596948748099628258e-03
6.901660125360356203e-07 5.318351215527310371e+08 1.333024770904030154e+00 8.178026363902688445e+01 4.619608700268533852e+01 2.997539525157090576e-03
1.028740589369461324e-06 4.088722233332647085e+08 1.119229494033163075e+00 3.686143730014693176e+01 4.217175187432873429e+01 3.428871745068841261e-03
1.028740589369461324e-06 4.088722233332647085e+08 1.119229494033163075e+00 3.686143730014693176e+01 4.217175187432873429e+01 3.428871745068841261e-03
4.141840824450542496e-07 1.997011790436339855e+09 1.547254695235629196e+00 4.251944830323476054e+01 9.193500838841977441e+01 2.880662481469628902e-03
4.141840824450542496e-07 1.997011790436339855e+09 1.547254695235629196e+00 4.251944830323476054e+01 9.193500838841977441e+01 2.880662481469628902e-03
1.367587483430899485e-06 3.137741106730278730e+08 8.409576898980450910e-01 3.662666159063204674e+01 4.512062283854689326e+01 5.295967142426405254e-03
1.122530880963555507e-06 5.601278027725648880e+08 9.288804399119348076e-01 3.646386173020037091e+01 8.160150476085459559e+01 4.279674925002347960e-03
3.501645656144867288e-06 1.395901993732356131e+08 1.946897426640312456e-01 3.308283747917231210e+01 5.470550856256140548e+01 4.200459666668495719e-03
1.260244194071711749e-06 5.265537103458557129e+08 5.279113102009022063e-01 2.046025256261007641e+01 5.334860776723624554e+01 1.854568372355933081e-02
2.393447710659830923e-06 1.331480533613427281e+08 5.986178085630449175e-01 1.263480585921809229e+01 2.007000336818982333e+01 2.198004778240290544e-02
2.131464106373815407e-06 2.054589661195569336e+08 3.556094898650521974e-01 6.347627489719216243e+01 6.209499347847943085e+01 7.685642185493235697e-03
3.962441926726384330e-06 6.133719677964380383e+07 3.310780164652414315e-01 8.493220715551201749e+01 2.919536906900461304e+01 7.995640358814488577e-03
4.080696617674540262e-06 5.803596548284821957e+07 3.160679008011953450e-01 9.404682845014865222e+01 3.026642542693804216e+01 8.443197723800846891e-03
4.719276218534914636e-06 9.153560177158813179e+07 3.783331765354620013e-01 8.673127962530064394e+01 4.479751317325831650e+01 1.198109226031878046e-03
4.582410784737779780e-06 8.817473195206668973e+07 3.877445194590269928e-01 8.250512277621490398e+01 4.200860089095824890e+01 1.415801654026950605e-03
5.154838373718229241e-06 8.749754853890186548e+07 4.620146947544054861e-01 3.588713587069264577e+01 3.765167287837822130e+01 1.735269072581197567e-03
3.842144971976752442e-06 1.338326024445689619e+08 8.240462766240533865e-01 2.100319652495659639e+01 3.712760694637368175e+01 1.440340553661625250e-03
2.965738625167728268e-06 2.743793775004694462e+08 7.921655386489029338e-01 2.812756339676545991e+01 7.435307703487134745e+01 1.227540389485821904e-03
2.965738625167728268e-06 2.743793775004694462e+08 7.921655386489029338e-01 2.812756339676545991e+01 7.435307703487134745e+01 1.227540389485821904e-03
2.965738625167728268e-06 2.743793775004694462e+08 7.921655386489029338e-01 2.812756339676545991e+01 7.435307703487134745e+01 1.227540389485821904e-03
3.050541285571976362e-06 2.345986640863847733e+08 7.287526212601005415e-01 3.000716937541072227e+01 7.170823563219899199e+01 2.730373935605845317e-03
2.516889161247876947e-06 2.586580408892248869e+08 7.876676004184697266e-01 4.022413623290355389e+01 7.425271144712284865e+01 2.895879228830228712e-03
1.633827121330424745e-06 4.504162880827822089e+08 1.026715515148323377e+00 6.012246789004355918e+01 9.026561300905505902e+01 2.008023010594299582e-03
2.038751910294324158e-06 3.138398249706650972e+08 8.353269289123813612e-01 5.346892594147838906e+01 7.247134635634670019e+01 2.328591185422206316e-03
8.078766316991248614e-06 8.282630630316364765e+07 3.208003431874530409e-01 2.038267006738961129e+01 6.781663451427932898e+01 2.670307933381372862e-03
5.214803311481329301e-06 1.047714812427035719e+08 5.763588282961982223e-01 2.958825832606805051e+01 6.268771731942963044e+01 2.427962269507553516e-03
1.113327380664668408e-05 3.875115077564654499e+07 5.325622623974636261e-01 1.927169113487396856e+01 2.626533464586401223e+01 4.773419576288065978e-03
9.821386130920302970e-06 2.853499752105438337e+07 3.233563197953682744e-01 4.236917831969832804e+01 3.837155290079098080e+01 6.958453668565636741e-03
1.248916476853986819e-05 2.432459232368016616e+07 1.955562438065429065e-01 3.384588856874225371e+01 3.448007337095609870e+01 5.406197765771181447e-03
1.248916476853986819e-05 2.432459232368016616e+07 1.955562438065429065e-01 3.384588856874225371e+01 3.448007337095609870e+01 5.406197765771181447e-03
1.221056234565661456e-05 2.553118015169047192e+07 1.946059340638504886e-01 3.547694056698373544e+01 3.670823790176372370e+01 4.853176404971883996e-03
1.347501574191063748e-05 2.135660249368226901e+07 1.838394669694413397e-01 6.493355552809433107e+01 3.765943783163938718e+01 1.597185124956550413e-03
1.559923354462251861e-05 2.236925054746734351e+07 2.039331086678534410e-01 3.883226200571097309e+01 3.239280522422326669e+01 1.755929630503393459e-03
2.392959182119240889e-05 1.898900800751478970e+07 1.695553858204908448e-01 4.190519522241982031e+01 4.417425791210165187e+01 1.051540086525189904e-03
1.442428317086125193e-05 3.094172595477499813e+07 2.132367364060636095e-01 4.666189471809146028e+01 4.567294210774331020e+01 1.292944505020720419e-03
1.613773307703423804e-05 3.114197455986999720e+07 1.707172617608180287e-01 7.298761261167436487e+01 6.269586298111766354e+01 1.070132017626084951e-03
1.663042822100157446e-05 3.160116119926396012e+07 2.028237378697042570e-01 4.606151207712666462e+01 5.422261957839005930e+01 1.591954516710721110e-03
1.482559516356791898e-05 1.574875418751196004e+07 1.156402206489386547e-01 6.926160578149109881e+01 2.955343870184372435e+01 4.441750892133645989e-03
1.542802983190568557e-05 1.522899374402320944e+07 1.373748168492658350e-01 5.451110839435165900e+01 2.488229911288313900e+01 5.408863794060351192e-03
1.527306028145910939e-05 1.546087099907644093e+07 1.385819743250051028e-01 5.476634885456677893e+01 2.527347294751581330e+01 5.404856584090509015e-03
1.813945346659892355e-05 7.514208727385471575e+06 9.782487757260163730e-02 6.273616557080920586e+01 1.283836684846018628e+01 9.081272481307141320e-03
1.806407649503373515e-05 8.954088420674834400e+06 1.094118609948742521e-01 4.751021204546117360e+01 1.365816026459464716e+01 8.010525621589581133e-03
1.806407649503373515e-05 8.954088420674834400e+06 1.094118609948742521e-01 4.751021204546117360e+01 1.365816026459464716e+01 8.010525621589581133e-03
6.192747093672289691e-06 1.534092675543844327e+07 1.681488755477714980e-01 7.049278648209435971e+01 9.395595608155991485e+00 1.438461536541154467e-02
6.207671829350160949e-06 1.741413530566271767e+07 1.161721434113335560e-01 9.151259834229117018e+01 1.319254032184819181e+01 9.522159966147270352e-03
